User ID,subscription Type,Monthly Revenue,Join Date,Last Payment Date,Country,Age,Gender,Device,Plan Duration,,,,,GenderinDevice,,,,,,,,,,,,,,,,User ID,subscription Type,Monthly Revenue,Join,Date,Country,Age,Gender,Device,
531,Basic,14,15-06-22,27-06-23,Spain,30,Female,Laptop,1 Month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
532,Basic,11,3/6/2022,28-06-23,Spain,38,Male,Laptop,1 Month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
533,Basic,14,4/6/2022,27-06-23,United States,38,Male,Smartphone,1 Month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
534,Basic,11,5/6/2022,28-06-23,Canada,39,Female,Smart TV,1 Month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
535,Basic,15,7/6/2022,29-06-23,United States,42,Female,Laptop,1 Month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
536,Basic,10,14-06-22,29-06-23,United States,28,Male,Smart TV,1 Month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
537,Basic,10,17-06-22,27-06-23,Canada,38,Male,Smartphone,1 Month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
538,Basic,14,19-06-22,28-06-23,United Kingdom,40,Female,Tablet,1 Month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
539,Basic,12,2/7/2022,29-06-23,Australia,30,Female,Tablet,1 Month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
540,Basic,10,3/7/2022,29-06-23,Germany,40,Male,Smartphone,1 Month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
541,Basic,10,13-07-22,27-06-23,France,31,Male,Smart TV,1 Month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
542,Basic,14,26-07-22,27-06-23,Brazil,41,Male,Smartphone,1 Month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
543,Basic,11,27-07-22,28-06-23,Mexico,37,Male,Smartphone,1 Month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
544,Basic,14,8/8/2022,28-06-23,Spain,49,Male,Tablet,1 Month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
545,Basic,14,17-08-22,27-06-23,Italy,29,Male,Smart TV,1 Month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
546,Basic,10,20-08-22,26-06-23,Spain,31,Male,Smart TV,1 Month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
547,Basic,10,5/9/2022,27-06-23,Spain,39,Male,Tablet,1 Month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
548,Basic,12,5/9/2022,27-06-23,United States,51,Female,Smartphone,1 Month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
549,Basic,10,5/9/2022,27-06-23,Canada,38,Female,Smartphone,1 Month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
550,Basic,11,6/9/2022,27-06-23,United States,29,Female,Tablet,1 Month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
551,Basic,13,3/9/2022,28-06-23,United States,41,Female,Laptop,1 Month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
552,Basic,13,29-08-22,27-06-23,Canada,48,Female,Tablet,1 Month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
553,Basic,14,27-08-22,28-06-23,United Kingdom,39,Male,Smart TV,1 Month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
554,Basic,12,29-08-22,29-06-23,Australia,37,Male,Smartphone,1 Month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
555,Basic,11,13-09-22,28-06-23,Germany,37,Female,Smartphone,1 Month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
556,Basic,14,24-09-22,27-06-23,France,34,Male,Smartphone,1 Month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
557,Basic,15,5/10/2022,29-06-23,Brazil,37,Male,Smartphone,1 Month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
558,Basic,14,18-10-22,30-06-23,Mexico,37,Female,Smart TV,1 Month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
559,Basic,13,19-10-22,28-06-23,Spain,51,Female,Tablet,1 Month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
560,Basic,15,14-10-22,29-06-23,Italy,45,Male,Laptop,1 Month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
561,Basic,14,30-09-22,28-06-23,Spain,29,Female,Laptop,1 Month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
562,Basic,14,19-09-22,30-06-23,Spain,37,Male,Laptop,1 Month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
563,Basic,10,24-09-22,29-06-23,United States,34,Male,Tablet,1 Month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
564,Basic,14,28-09-22,29-06-23,Canada,35,Male,Smartphone,1 Month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
565,Basic,12,29-09-22,27-06-23,United States,29,Male,Laptop,1 Month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
566,Basic,11,11/10/2022,1/7/2023,United States,45,Male,Tablet,1 Month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
567,Basic,14,8/11/2022,29-06-23,Canada,36,Male,Smart TV,1 Month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
568,Basic,11,16-11-22,28-06-23,United Kingdom,27,Female,Laptop,1 Month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
569,Basic,10,17-11-22,26-06-23,Australia,31,Female,Laptop,1 Month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
570,Basic,10,20-11-22,30-06-23,Germany,41,Female,Laptop,1 Month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
571,Basic,13,21-11-22,29-06-23,France,37,Male,Smart TV,1 Month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
572,Basic,12,21-11-22,30-06-23,Brazil,49,Female,Tablet,1 Month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
573,Basic,12,18-11-22,27-06-23,Mexico,37,Female,Smart TV,1 Month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
574,Basic,14,26-10-22,29-06-23,Spain,36,Female,Smartphone,1 Month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
575,Basic,13,25-10-22,28-06-23,Italy,38,Female,Smart TV,1 Month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
576,Basic,15,26-10-22,30-06-23,Spain,49,Female,Tablet,1 Month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
577,Basic,15,23-10-22,26-06-23,Spain,31,Male,Laptop,1 Month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
578,Basic,13,23-10-22,28-06-23,United States,29,Female,Laptop,1 Month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
579,Basic,12,16-10-22,28-06-23,Canada,35,Female,Tablet,1 Month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
580,Basic,14,9/8/2022,29-06-23,United States,46,Female,Tablet,1 Month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
581,Basic,10,2/8/2022,29-06-23,United States,29,Female,Laptop,1 Month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
582,Basic,12,16-07-22,28-06-23,Canada,43,Female,Laptop,1 Month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
583,Basic,15,17-07-22,28-06-23,United Kingdom,38,Female,Tablet,1 Month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
584,Basic,14,14-07-22,28-06-23,Australia,48,Female,Smart TV,1 Month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
585,Basic,14,16-07-22,29-06-23,Germany,41,Male,Laptop,1 Month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
586,Basic,15,6/8/2022,29-06-23,France,51,Female,Laptop,1 Month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
587,Basic,14,7/8/2022,28-06-23,Brazil,39,Male,Smart TV,1 Month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
588,Basic,11,7/8/2022,27-06-23,Mexico,31,Male,Smartphone,1 Month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
589,Basic,15,4/8/2022,29-06-23,Spain,28,Male,Laptop,1 Month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
590,Basic,15,29-07-22,29-06-23,Italy,47,Male,Laptop,1 Month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
591,Basic,14,19-06-22,28-06-23,Spain,35,Female,Smart TV,1 Month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
592,Basic,15,9/6/2022,29-06-23,Spain,33,Male,Smartphone,1 Month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
593,Basic,11,6/6/2022,29-06-23,United States,41,Male,Smartphone,1 Month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
594,Basic,12,6/6/2022,30-06-23,Canada,38,Female,Smart TV,1 Month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
595,Basic,10,11/6/2022,28-06-23,United States,49,Male,Laptop,1 Month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
596,Basic,14,18-06-22,28-06-23,United States,29,Female,Smart TV,1 Month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
597,Basic,13,27-06-22,28-06-23,Canada,50,Male,Laptop,1 Month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
598,Basic,12,5/7/2022,29-06-23,United Kingdom,29,Female,Tablet,1 Month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
599,Basic,15,6/7/2022,27-06-23,Australia,44,Male,Smart TV,1 Month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
600,Basic,14,16-06-22,29-06-23,Germany,36,Female,Smart TV,1 Month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
601,Basic,14,5/6/2022,30-06-23,France,46,Female,Smart TV,1 Month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
602,Basic,14,5/6/2022,29-06-23,Brazil,30,Male,Smartphone,1 Month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
603,Basic,15,6/6/2022,27-06-23,Mexico,46,Female,Tablet,1 Month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
604,Basic,15,7/6/2022,28-06-23,Spain,33,Male,Smartphone,1 Month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
605,Basic,15,10/6/2022,29-06-23,Italy,46,Female,Tablet,1 Month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
606,Basic,14,13-06-22,29-06-23,Spain,50,Male,Tablet,1 Month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
607,Basic,14,14-06-22,27-06-23,Spain,27,Female,Smart TV,1 Month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
608,Basic,12,22-06-22,28-06-23,United States,48,Female,Smart TV,1 Month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
609,Basic,14,3/7/2022,29-06-23,Canada,50,Female,Smartphone,1 Month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
610,Basic,13,5/7/2022,29-06-23,United States,28,Female,Tablet,1 Month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
611,Basic,15,11/7/2022,28-06-23,United States,29,Female,Smartphone,1 Month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
612,Basic,11,17-07-22,27-06-23,Canada,36,Male,Smart TV,1 Month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
613,Basic,12,27-07-22,28-06-23,United Kingdom,51,Male,Laptop,1 Month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
614,Basic,15,14-08-22,28-06-23,Australia,51,Male,Smartphone,1 Month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
615,Basic,13,15-08-22,27-06-23,Germany,43,Male,Smart TV,1 Month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
616,Basic,14,2/9/2022,27-06-23,France,38,Female,Laptop,1 Month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
617,Basic,11,5/9/2022,28-06-23,Brazil,45,Female,Smartphone,1 Month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
618,Basic,10,6/9/2022,28-06-23,Mexico,28,Female,Smart TV,1 Month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
619,Basic,11,6/9/2022,29-06-23,Spain,27,Male,Smartphone,1 Month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
620,Basic,11,5/9/2022,27-06-23,Italy,41,Female,Smartphone,1 Month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
621,Basic,14,6/9/2022,29-06-23,Spain,49,Male,Smart TV,1 Month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
622,Basic,12,29-08-22,28-06-23,Spain,35,Male,Smartphone,1 Month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
623,Basic,13,30-08-22,28-06-23,United States,29,Female,Smart TV,1 Month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
624,Basic,10,2/9/2022,30-06-23,Canada,42,Male,Smartphone,1 Month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
625,Basic,15,20-09-22,28-06-23,United States,33,Male,Tablet,1 Month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
626,Basic,10,23-09-22,30-06-23,United States,30,Male,Laptop,1 Month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
627,Basic,11,29-09-22,29-06-23,Canada,43,Female,Smart TV,1 Month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
628,Basic,10,9/10/2022,1/7/2023,United Kingdom,42,Male,Smartphone,1 Month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
629,Basic,11,12/10/2022,29-06-23,Australia,39,Male,Tablet,1 Month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
630,Basic,15,6/10/2022,30-06-23,Germany,32,Female,Smart TV,1 Month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
631,Basic,14,21-09-22,28-06-23,France,31,Male,Smartphone,1 Month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
632,Basic,13,23-09-22,1/7/2023,Brazil,39,Male,Smartphone,1 Month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
633,Basic,12,28-09-22,29-06-23,Mexico,41,Female,Smartphone,1 Month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
634,Basic,12,29-09-22,29-06-23,Spain,51,Female,Smart TV,1 Month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
635,Basic,13,3/10/2022,27-06-23,Italy,29,Male,Laptop,1 Month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
636,Basic,10,28-10-22,1/7/2023,Spain,33,Female,Smart TV,1 Month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
637,Basic,12,14-11-22,29-06-23,Spain,51,Female,Tablet,1 Month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
638,Basic,11,16-11-22,1/7/2023,United States,38,Male,Tablet,1 Month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
639,Basic,10,17-11-22,28-06-23,Canada,37,Female,Laptop,1 Month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
640,Basic,13,20-11-22,30-06-23,United States,50,Female,Laptop,1 Month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
641,Basic,12,21-11-22,29-06-23,United States,33,Male,Tablet,1 Month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
642,Basic,11,19-11-22,1/7/2023,Canada,27,Male,Laptop,1 Month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
643,Basic,11,28-10-22,27-06-23,United Kingdom,50,Female,Smartphone,1 Month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
644,Basic,15,27-10-22,29-06-23,Australia,47,Female,Laptop,1 Month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
645,Basic,13,27-10-22,29-06-23,Germany,41,Male,Laptop,1 Month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
646,Basic,10,27-10-22,30-06-23,France,49,Female,Laptop,1 Month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
647,Basic,15,25-10-22,28-06-23,Brazil,32,Male,Smart TV,1 Month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
648,Basic,10,17-10-22,28-06-23,Mexico,38,Female,Smartphone,1 Month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
649,Basic,14,20-08-22,29-06-23,Spain,38,Female,Smartphone,1 Month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
650,Basic,15,16-08-22,29-06-23,Italy,28,Female,Smart TV,1 Month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
651,Basic,13,15-08-22,29-06-23,Spain,31,Male,Tablet,1 Month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
652,Basic,14,15-08-22,29-06-23,Spain,39,Female,Smartphone,1 Month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
653,Basic,11,29-07-22,29-06-23,United States,28,Female,Smartphone,1 Month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
654,Basic,12,17-07-22,28-06-23,Canada,30,Female,Smartphone,1 Month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
655,Basic,11,26-07-22,29-06-23,United States,42,Male,Tablet,1 Month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
656,Basic,14,31-07-22,29-06-23,United States,33,Female,Laptop,1 Month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
657,Basic,14,3/8/2022,29-06-23,Canada,34,Female,Smart TV,1 Month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
658,Basic,13,4/8/2022,29-06-23,United Kingdom,49,Female,Smart TV,1 Month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
659,Basic,13,3/8/2022,29-06-23,Australia,41,Male,Laptop,1 Month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
660,Basic,12,27-06-22,29-06-23,Germany,28,Male,Smart TV,1 Month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
661,Basic,14,27-06-22,28-06-23,France,49,Female,Laptop,1 Month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
662,Basic,15,15-06-22,29-06-23,Brazil,49,Male,Tablet,1 Month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
663,Basic,11,13-06-22,29-06-23,Mexico,36,Male,Tablet,1 Month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
664,Basic,11,12/6/2022,30-06-23,Spain,31,Male,Smart TV,1 Month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
665,Basic,10,18-06-22,28-06-23,Italy,38,Male,Smartphone,1 Month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
666,Basic,15,26-06-22,29-06-23,Spain,34,Female,Tablet,1 Month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
667,Basic,11,30-06-22,30-06-23,Spain,51,Female,Smartphone,1 Month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
668,Basic,13,3/7/2022,30-06-23,United States,49,Male,Smart TV,1 Month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
669,Basic,13,19-06-22,28-06-23,Canada,27,Female,Tablet,1 Month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
670,Basic,10,8/6/2022,29-06-23,United States,38,Male,Smart TV,1 Month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
671,Basic,10,8/6/2022,30-06-23,United States,51,Male,Tablet,1 Month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
672,Basic,14,9/6/2022,30-06-23,Canada,47,Female,Tablet,1 Month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
673,Basic,15,9/6/2022,27-06-23,United Kingdom,37,Male,Smartphone,1 Month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
674,Basic,13,10/6/2022,28-06-23,Australia,37,Female,Laptop,1 Month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
675,Basic,11,11/6/2022,29-06-23,Germany,39,Female,Tablet,1 Month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
676,Basic,11,13-06-22,29-06-23,France,31,Male,Smartphone,1 Month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
677,Basic,13,17-06-22,28-06-23,Brazil,36,Male,Smart TV,1 Month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
678,Basic,15,27-06-22,28-06-23,Mexico,42,Female,Smart TV,1 Month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
679,Basic,11,5/7/2022,29-06-23,Spain,49,Male,Laptop,1 Month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
680,Basic,15,7/7/2022,29-06-23,Italy,44,Female,Laptop,1 Month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
681,Basic,11,16-07-22,28-06-23,Spain,33,Male,Laptop,1 Month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
682,Basic,11,23-07-22,27-06-23,Spain,42,Male,Tablet,1 Month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
683,Basic,13,3/8/2022,29-06-23,United States,39,Male,Smartphone,1 Month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
684,Basic,10,11/8/2022,29-06-23,Canada,49,Male,Smartphone,1 Month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
685,Basic,12,15-08-22,30-06-23,United States,31,Male,Smartphone,1 Month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
686,Basic,14,18-08-22,28-06-23,United States,37,Male,Tablet,1 Month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
687,Basic,13,26-08-22,29-06-23,Canada,30,Female,Tablet,1 Month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
688,Basic,10,3/9/2022,28-06-23,United Kingdom,42,Male,Smartphone,1 Month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
689,Basic,15,4/9/2022,29-06-23,Australia,37,Female,Smart TV,1 Month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
690,Basic,15,5/9/2022,30-06-23,Germany,36,Male,Laptop,1 Month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
691,Basic,11,1/9/2022,29-06-23,France,28,Female,Laptop,1 Month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
692,Basic,15,31-08-22,30-06-23,Brazil,36,Male,Tablet,1 Month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
693,Basic,14,1/9/2022,29-06-23,Mexico,31,Female,Tablet,1 Month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
694,Basic,14,17-09-22,1/7/2023,Spain,46,Male,Smart TV,1 Month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
695,Basic,13,21-09-22,28-06-23,Italy,28,Male,Laptop,1 Month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
696,Basic,15,29-09-22,1/7/2023,Spain,31,Male,Tablet,1 Month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
697,Basic,12,6/10/2022,29-06-23,Spain,43,Male,Smart TV,1 Month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
698,Basic,10,12/10/2022,2/7/2023,United States,28,Male,Laptop,1 Month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
699,Basic,13,7/10/2022,30-06-23,Canada,32,Female,Smartphone,1 Month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
700,Basic,12,4/10/2022,30-06-23,United States,31,Female,Laptop,1 Month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
701,Basic,11,24-09-22,28-06-23,United States,45,Male,Smart TV,1 Month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
702,Basic,14,25-09-22,1/7/2023,Canada,36,Male,Smartphone,1 Month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
703,Basic,14,27-09-22,30-06-23,United Kingdom,35,Male,Laptop,1 Month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
704,Basic,13,30-09-22,1/7/2023,Australia,27,Female,Tablet,1 Month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
705,Basic,13,4/10/2022,28-06-23,Germany,32,Male,Laptop,1 Month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
706,Basic,12,24-10-22,1/7/2023,France,46,Female,Smartphone,1 Month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
707,Basic,12,28-10-22,30-06-23,Brazil,36,Male,Smart TV,1 Month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
708,Basic,13,2/11/2022,1/7/2023,Mexico,39,Male,Laptop,1 Month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
709,Basic,12,7/11/2022,28-06-23,Spain,48,Female,Smart TV,1 Month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
710,Basic,10,10/11/2022,30-06-23,Italy,48,Female,Smart TV,1 Month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
711,Basic,14,15-11-22,29-06-23,Spain,27,Female,Laptop,1 Month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
712,Basic,13,8/11/2022,1/7/2023,Spain,45,Male,Tablet,1 Month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
713,Basic,10,1/11/2022,27-06-23,United States,30,Male,Laptop,1 Month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
714,Basic,15,30-10-22,29-06-23,Canada,29,Male,Tablet,1 Month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
715,Basic,12,28-10-22,29-06-23,United States,43,Female,Laptop,1 Month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
716,Basic,10,26-10-22,30-06-23,United States,43,Male,Laptop,1 Month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
717,Basic,15,18-10-22,29-06-23,Canada,39,Female,Tablet,1 Month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
718,Basic,14,30-09-22,30-06-23,United Kingdom,27,Male,Tablet,1 Month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
719,Basic,10,3/9/2022,29-06-23,Australia,33,Female,Tablet,1 Month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
720,Basic,10,23-08-22,29-06-23,Germany,32,Female,Tablet,1 Month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
721,Basic,10,16-08-22,29-06-23,France,37,Female,Tablet,1 Month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
722,Basic,13,11/8/2022,30-06-23,Brazil,45,Male,Smartphone,1 Month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
723,Basic,10,1/8/2022,30-06-23,Mexico,40,Female,Smartphone,1 Month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
724,Basic,14,1/8/2022,29-06-23,Spain,44,Male,Laptop,1 Month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
725,Basic,12,1/8/2022,29-06-23,Italy,29,Female,Tablet,1 Month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
726,Basic,14,2/8/2022,30-06-23,Spain,50,Male,Laptop,1 Month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
727,Basic,11,4/8/2022,29-06-23,Spain,32,Female,Laptop,1 Month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
728,Basic,14,4/8/2022,29-06-23,United States,39,Male,Laptop,1 Month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
